Id,ParentCountryDivisionId,Name,Code,DivisionType
1,NULL,ایران,ir,0
2,1,فارس,7,1
3,1,اردبیل,24,1
4,1,ایلام,16,1
5,1,تهران,23,1
6,1,قزوین,26,1
7,1,مرکزی,0,1
8,1,هرمزگان,22,1
9,1,گیلان,1,1
10,1,خراسان جنوبی,29,1
11,1,زنجان,19,1
12,1,البرز,30,1
13,1,بوشهر,18,1
14,1,خراسان شمالی,28,1
15,1,کردستان,12,1
16,1,خراسان رضوی,9,1
17,1,مازندران,2,1
18,1,کرمان,8,1
19,1,کرمانشاه,5,1
20,1,اصفهان,10,1
21,1,قم,25,1
22,1,آذربایجان غربی,4,1
23,1,آذربایجان شرقی,3,1
24,1,چهارمحال وبختیاری,14,1
25,1,همدان,13,1
26,1,یزد,21,1
27,1,کهگیلویه وبویراحمد,17,1
28,1,خوزستان,6,1
29,1,سمنان,20,1
30,1,گلستان,27,1
31,1,لرستان,15,1
32,1,سیستان وبلوچستان,11,1
33,9,طوالش,4,2
34,20,آران وبیدگل,18,2
35,10,نهبندان,5,2
36,28,رامهرمز,10,2
37,28,رامشیر,19,2
38,2,سرچهان,32,2
39,2,سپیدان,6,2
40,15,بیجار,2,2
41,8,رودان,7,2
42,8,خمیر,10,2
43,13,دیر,5,2
44,13,دشتی,4,2
45,20,برخوار,22,2
46,13,دشتستان,3,2
47,30,مینودشت,7,2
48,30,مراوه تپه,12,2
49,16,خواف,19,2
50,16,خلیل آباد,29,2
51,17,بابل,2,2
52,29,مهدئ شهر,5,2
53,29,گرمسار,4,2
54,25,ملایر,2,2
55,25,کبودرآهنگ,5,2
56,2,جهرم,4,2
57,2,پاسارگاد,23,2
58,9,املش,13,2
59,2,بیضا,31,2
60,12,ساوجبلاغ,2,2
61,12,فردیس,6,2
62,9,شفت,12,2
63,31,دلفان,4,2
64,22,چایپاره,16,2
65,22,چالدران,14,2
66,18,فاریاب,22,2
67,10,بیرجند,1,2
68,11,زنجان,4,2
69,11,خرمدره,7,2
70,27,دنا,4,2
71,27,چرام,6,2
72,18,کهنوج,9,2
73,12,طالقان,4,2
74,2,کوه چنار,33,2
75,23,مراغه,6,2
76,23,کلیبر,15,2
77,23,عجب شیر,25,2
78,8,بستک,9,2
79,8,ابوموسی,1,2
80,7,محلات,9,2
81,7,کمیجان,11,2
82,7,فراهان,13,2
83,26,یزد,5,2
84,12,نظرآباد,3,2
85,12,کرج,1,2
86,2,کوار,28,2
87,9,صومعه سرا,8,2
88,16,کوهسرخ,41,2
89,16,کاشمر,14,2
90,10,قائنات,4,2
91,10,فردوس,7,2
92,18,عنبرآباد,12,2
93,2,کازرون,10,2
94,28,دشت آزادگان,9,2
95,13,جم,9,2
96,13,تنگستان,2,2
97,13,بوشهر,1,2
98,9,سیاهکل,15,2
99,32,زاهدان,5,2
100,16,چناران,18,2
101,19,پاوه,3,2
102,16,جوین,36,2
103,28,ایذه,4,2
104,28,اهواز,3,2
105,17,نور,14,2
106,17,نکا,19,2
107,18,جیرفت,3,2
108,2,زرین دشت,19,2
109,2,زرقان,30,2
110,16,قوچان,13,2
111,16,فیروزه,33,2
112,14,اسفراین,1,2
113,29,شاهرود,3,2
114,16,جغتای,34,2
115,16,کلات,28,2
116,19,ثلاث باباجانی,12,2
117,20,نطنز,15,2
118,14,بجنورد,2,2
119,32,سیب و سوران,14,2
120,26,اشکذر,8,2
121,32,نیمروز,15,2
122,31,الیگودرز,1,2
123,22,تکاب,12,2
124,22,پیرانشهر,2,2
125,22,پلدشت,15,2
126,10,بشرویه,8,2
127,2,نی ریز,14,2
128,2,مهر,21,2
129,20,نجف آباد,14,2
130,11,خدابنده,3,2
131,11,ابهر,1,2
132,18,سیرجان,6,2
133,23,شبستر,14,2
134,23,سراب,5,2
135,18,بافت,1,2
136,18,انار,20,2
137,17,رامسر,6,2
138,17,چالوس,20,2
139,17,جویبار,21,2
140,32,خاش,3,2
141,12,اشتهارد,5,2
142,11,ایجرود,6,2
143,15,بانه,1,2
144,17,نوشهر,15,2
145,7,آشتیان,2,2
146,27,کهگیلویه,2,2
147,16,مشهد,16,2
148,18,منوجان,13,2
149,18,کوهبنان,14,2
150,26,خاتم,9,2
151,8,میناب,5,2
152,8,قشم,4,2
153,8,سیریک,12,2
154,26,بهاباد,11,2
155,26,بافق,2,2
156,25,همدان,4,2
157,14,فاروج,5,2
158,25,نهاوند,3,2
159,2,گراش,27,2
160,11,طارم,8,2
161,11,سلطانیه,10,2
162,32,دلگان,12,2
163,32,دشتیاری,22,2
164,9,رشت,5,2
165,9,بندرانزلی,3,2
166,9,آستانه اشرفیه,2,2
167,9,آستارا,1,2
168,22,خوئ,3,2
169,10,خوسف,10,2
170,2,لارستان,11,2
171,15,سروآباد,9,2
172,14,گرمه,7,2
173,5,پردیس,20,2
174,28,باوی,24,2
175,3,خلخال,3,2
176,3,پارس آباد,6,2
177,6,تاکستان,2,2
178,6,بوئین زهرا,1,2
179,6,آوج,6,2
180,4,دهلران,3,2
181,4,دره شهر,2,2
182,4,چرداول,4,2
183,4,بدره,10,2
184,18,بردسیر,10,2
185,14,مانه وسملقان,6,2
186,20,سمیرم,5,2
187,20,خور و بیابانک,23,2
188,16,زاوه,35,2
189,16,رشتخوار,27,2
190,16,درگز,7,2
191,8,بندرعباس,2,2
192,8,بشاگرد,13,2
193,18,قلعه گنج,16,2
194,18,فهرج,19,2
195,5,دماوند,2,2
196,5,تهران,1,2
197,5,پیشوا,18,2
198,20,دهاقان,21,2
199,7,اراک,1,2
200,15,دیواندره,7,2
201,31,پلدختر,8,2
202,28,آغاجاری,26,2
203,28,آبادان,1,2
204,29,میامی,7,2
205,16,داورزن,39,2
206,16,خوشاب,38,2
207,5,پاکدشت,13,2
208,5,بهارستان,19,2
209,5,اسلامشهر,10,2
210,13,گناوه,7,2
211,13,کنگان,6,2
212,13,عسلویه,10,2
213,28,باغ ملک,15,2
214,13,دیلم,8,2
215,32,هامون,16,2
216,14,شیروان,4,2
217,14,راز و جرگلان,8,2
218,14,جاجرم,3,2
219,16,گناباد,15,2
220,6,آبیک,4,2
221,6,البرز,5,2
222,19,روانسر,14,2
223,19,دالاهو,13,2
224,19,جوانرود,9,2
225,7,تفرش,3,2
226,32,هیرمند,11,2
227,15,دهگلان,10,2
228,17,سارئ,7,2
229,19,کنگاور,7,2
230,31,بروجرد,2,2
231,2,شیراز,7,2
232,2,سروستان,25,2
233,28,شادگان,11,2
234,23,میانه,10,2
235,23,ملکان,20,2
236,23,مرند,7,2
237,16,بجستان,31,2
238,16,باخرز,37,2
239,3,بیله سوار,2,2
240,3,اصلاندوز,11,2
241,32,فنوج,19,2
242,3,اردبیل,1,2
243,4,آبدانان,6,2
244,4,ایوان,7,2
245,4,ایلام,1,2
246,2,خرم بید,18,2
247,2,خرامه,29,2
248,20,خوانسار,4,2
249,20,خمینی شهر,3,2
250,20,چادگان,20,2
251,20,تیران وکرون,19,2
252,20,بو یین و میاندشت,24,2
253,19,گیلانغرب,8,2
254,18,رودبارجنوب,15,2
255,22,بوکان,10,2
256,22,اشنویه,13,2
257,32,سرباز,23,2
258,2,داراب,5,2
259,26,تفت,3,2
260,26,ابرکوه,7,2
261,27,لنده,8,2
262,27,گچساران,3,2
263,10,سربیشه,3,2
264,10,سرایان,6,2
265,32,مهرستان,13,2
266,2,اقلید,3,2
267,2,استهبان,2,2
268,18,کرمان,8,2
269,32,زهک,10,2
270,22,شوط,17,2
271,28,لالی,17,2
272,28,گتوند,20,2
273,28,کارون,27,2
274,6,قزوین,3,2
275,27,باشت,7,2
276,18,نرماشیر,21,2
277,32,بمپور,20,2
278,17,بهشهر,4,2
279,17,بابلسر,16,2
280,16,بردسکن,23,2
281,28,بهبهان,6,2
282,22,شاهین دژ,11,2
283,28,بندرماهشهر,5,2
284,25,اسدآباد,6,2
285,26,مهریز,4,2
286,15,قروه,5,2
287,16,نیشابور,17,2
288,16,مه ولات,30,2
289,31,کوهدشت,6,2
290,31,سلسله,9,2
291,18,زرند,5,2
292,32,راسک,8,2
293,23,اهر,2,2
294,23,اسکو,22,2
295,4,هلیلان,11,2
296,24,اردل,5,2
297,18,شهربابک,7,2
298,5,ورامین,6,2
299,5,قرچک,21,2
300,5,قدس,16,2
301,3,مشگین شهر,4,2
302,2,فیروزآباد,9,2
303,20,فلاورجان,8,2
304,20,فریدونشهر,7,2
305,20,فریدن,6,2
306,9,لنگرود,10,2
307,9,لاهیجان,11,2
308,8,بندرلنگه,3,2
309,19,صحنه,10,2
310,5,ملارد,17,2
311,15,کامیاران,8,2
312,23,هوراند,27,2
313,9,رضوانشهر,14,2
314,15,سقز,3,2
315,30,آزادشهر,10,2
316,19,هرسین,11,2
317,2,فسا,8,2
318,2,فراشبند,22,2
319,18,ریگان,17,2
320,10,زیرکوه,9,2
321,10,درمیان,2,2
322,22,سلماس,5,2
323,22,سردشت,4,2
324,7,خنداب,12,2
325,15,سنندج,4,2
326,7,خمین,4,2
327,28,شوش,14,2
328,2,خنج,24,2
329,2,خفر,34,2
330,31,رومشکان,11,2
331,31,دورود,5,2
332,32,کنارک,9,2
333,32,قصرقند,18,2
334,19,سنقر,5,2
335,19,سرپل ذهاب,4,2
336,2,ارسنجان,17,2
337,9,فومن,9,2
338,28,شوشتر,12,2
339,23,هشترود,11,2
340,11,ماهنشان,9,2
341,29,دامغان,1,2
342,16,سبزوار,8,2
343,28,اندیکا,21,2
344,28,امیدیه,16,2
345,31,چگنی,10,2
346,3,گرمی,5,2
347,3,کوثر,7,2
348,3,سرعین,10,2
349,4,مهران,5,2
350,4,ملکشاهی,8,2
351,4,سیروان,9,2
352,20,شهرضا,9,2
353,29,آرادان,6,2
354,20,شاهین شهرومیمه,16,2
355,5,شهریار,9,2
356,5,شمیرانات,4,2
357,5,رئ,3,2
358,5,رباط کریم,12,2
359,2,مرودشت,12,2
360,2,لامرد,15,2
361,18,رابر,18,2
362,17,عباس آباد,24,2
363,17,سیمرغ,26,2
364,17,سوادکوه شمالی,27,2
365,17,سوادکوه,8,2
366,5,فیروزکوه,14,2
367,16,سرخس,20,2
368,23,ورزقان,24,2
369,22,ارومیه,1,2
370,31,ازنا,7,2
371,9,ماسال,16,2
372,25,فامنین,9,2
373,25,رزن,8,2
374,25,درگزین,10,2
375,25,تویسرکان,1,2
376,25,بهار,7,2
377,26,اردکان,1,2
378,18,ارزوئیه,23,2
379,15,مریوان,6,2
380,22,نقده,9,2
381,32,چاه بهار,2,2
382,22,میاندوآب,8,2
383,19,قصرشیرین,6,2
384,28,دزفول,8,2
385,16,تربت حیدریه,5,2
386,2,قیروکارزین,20,2
387,28,اندیمشک,2,2
388,32,زابل,4,2
389,16,فریمان,22,2
390,16,صالح آباد,40,2
391,17,تنکابن,5,2
392,19,اسلام آبادغرب,1,2
393,27,مارگون,9,2
394,19,کرمانشاه,2,2
395,29,سمنان,2,2
396,2,ممسنی,13,2
397,8,جاسک,6,2
398,2,بوانات,16,2
399,2,بختگان,35,2
400,32,نیک شهر,7,2
401,24,لردگان,4,2
402,24,کیار,7,2
403,7,شازند,7,2
404,23,خداآفرین,26,2
405,23,چاراویماق,23,2
406,23,جلفا,19,2
407,30,گنبدکاووس,6,2
408,30,گمیشان,13,2
409,8,پارسیان,11,2
410,30,گرگان,5,2
411,30,کلاله,9,2
412,26,میبد,6,2
413,20,اصفهان,2,2
414,18,رفسنجان,4,2
415,20,نایین,13,2
416,20,مبارکه,17,2
417,28,هویزه,23,2
418,28,هندیجان,18,2
419,28,هفتکل,22,2
420,17,آمل,1,2
421,8,حاجی اباد,8,2
422,30,گالیکش,14,2
423,29,سرخه,8,2
424,27,بویراحمد,1,2
425,27,بهمئی,5,2
426,17,میاندورود,25,2
427,17,محمودآباد,18,2
428,17,گلوگاه,22,2
429,17,کلاردشت,28,2
430,17,قائم شهر,10,2
431,17,فریدونکنار,23,2
432,22,مهاباد,7,2
433,22,ماکو,6,2
434,32,تفتان,21,2
435,18,راور,11,2
436,28,خرمشهر,7,2
437,10,طبس,11,2
438,28,حمیدیه,25,2
439,16,تایباد,4,2
440,16,بینالود,32,2
441,30,کردکوئ,4,2
442,30,علی آباد کتول,3,2
443,30,رامیان,11,2
444,30,ترکمن,2,2
445,30,بندرگز,1,2
446,30,آق قلا,8,2
447,7,ساوه,6,2
448,7,زرندیه,10,2
449,7,دلیجان,5,2
450,16,تربت جام,6,2
451,28,مسجدسلیمان,13,2
452,31,خرم آباد,3,2
453,9,رودبار,6,2
454,24,کوهرنگ,6,2
455,24,فارسان,3,2
456,24,شهرکرد,2,2
457,24,سامان,8,2
458,24,خانمیرزا,10,2
459,24,بن,9,2
460,24,بروجن,1,2
461,2,رستم,26,2
462,23,تبریز,3,2
463,23,بناب,12,2
464,23,بستان آباد,13,2
465,23,آذرشهر,21,2
466,18,بم,2,2
467,20,اردستان,1,2
468,3,نیر,9,2
469,3,نمین,8,2
470,32,سراوان,6,2
471,20,لنجان,12,2
472,20,گلپایگان,11,2
473,20,کاشان,10,2
474,21,قم,1,2
475,2,آباده,1,2
476,2,اوز,36,2
477,32,میرجاوه,17,2
478,9,رودسر,7,2
479,32,ایرانشهر,1,2
480,23,هریس,16,2
481,33,اسالم,5,3
482,47,مرکزئ,4,3
483,58,رانکوه,1,3
484,46,ارم,4,3
485,46,آب پخش,6,3
486,46,بوشکان,5,3
487,46,سعدآباد,1,3
488,46,شبانکاره,2,3
489,46,مرکزئ,3,3
490,44,شنبه و طسوج,3,3
491,44,کاکی,1,3
492,44,مرکزئ,2,3
493,43,آبدان,3,3
494,259,نیر,3,3
495,421,مرکزئ,2,3
496,47,کوهسارات,5,3
497,42,رویدر,1,3
498,41,بیکاه,4,3
499,41,جغین,3,3
500,41,رودخانه,1,3
501,143,نمشیر,3,3
502,143,ننور,4,3
503,40,چنگ الماس,1,3
504,40,کرانی,2,3
505,40,مرکزئ,3,3
506,39,مرکزی,2,3
507,39,همایجان,3,3
508,38,باغ صفا,2,3
509,38,مرکزی,1,3
510,99,مرکزی,1,3
511,94,مرکزی,2,3
512,42,مرکزئ,2,3
513,37,مرکزی,1,3
514,48,مرکزی,1,3
515,407,مرکزئ,4,3
516,115,زاوین,1,3
517,115,مرکزئ,2,3
518,88,بررود,2,3
519,59,بانش,2,3
520,59,مرکزی,1,3
521,57,پاسارگاد,2,3
522,57,مرکزی,1,3
523,56,سیمکان,2,3
524,56,کردیان,3,3
525,372,مرکزی,1,3
526,55,شیرین سو,3,3
527,55,گل تپه,1,3
528,55,مرکزی,2,3
529,54,جوکار,1,3
530,48,گلی داغ,2,3
531,54,زند,4,3
532,53,ایوانکی,1,3
533,53,مرکزئ,2,3
534,52,شهمیرزاد,1,3
535,420,دشت سر,5,3
536,420,لاریجان,1,3
537,420,مرکزئ,2,3
538,51,بابل کنار,4,3
539,51,بندپی شرقی,3,3
540,103,سوسن,4,3
541,103,مرکزی,3,3
542,100,مرکزئ,2,3
543,50,ششطراز,1,3
544,50,مرکزئ,2,3
545,49,جلگه زوزن,3,3
546,54,سامن,2,3
547,37,مشراگه,2,3
548,36,ابولفارس,5,3
549,36,رودزرد,3,3
550,76,آبش احمد,3,3
551,76,مرکزی,2,3
552,75,سراجو,3,3
553,93,کنار تخته و کمارج,2,3
554,93,مرکزی,4,3
555,86,طسوج,2,3
556,86,مرکزی,1,3
557,74,کوهمره,2,3
558,72,چاه مرید,5,3
559,72,مرکزئ,4,3
560,140,مرکزی,1,3
561,71,سرفاریاب,2,3
562,71,مرکزی,1,3
563,70,پاتاوه,1,3
564,77,مرکزی,2,3
565,70,مرکزئ,3,3
566,130,مرکزی,3,3
567,69,مرکزی,1,3
568,68,زنجانرود,2,3
569,68,قره پشتلو,6,3
570,67,مرکزئ,4,3
571,92,مرکزئ,1,3
572,66,حور,2,3
573,66,مرکزی,1,3
574,123,مرکزئ,1,3
575,65,دشتک,1,3
576,65,مرکزئ,2,3
577,64,حاجیلار,1,3
578,63,خاوه,3,3
579,63,کاکاوند,1,3
580,130,سجاس رود,4,3
581,77,قلعه چای,1,3
582,133,مرکزی,2,3
583,78,مرکزئ,2,3
584,36,سلطان آباد,4,3
585,90,نیمبلوک,3,3
586,35,شوسف,1,3
587,34,کویرات,1,3
588,34,مرکزی,2,3
589,45,حبیب آباد,1,3
590,45,مرکزی,2,3
591,60,چندار,3,3
592,60,چهارباغ,4,3
593,60,مرکزی,1,3
594,73,بالا طالقان,2,3
595,73,مرکزی,1,3
596,61,مرکزی,1,3
597,61,مشکین دشت,2,3
598,85,آسارا,3,3
599,85,مرکزی,1,3
600,84,تنکمان,2,3
601,78,کوخرد-هرنگ,3,3
602,78,جناح,1,3
603,79,مرکزئ,2,3
604,79,تنب,1,3
605,80,مرکزی,1,3
606,81,میلاجرد,2,3
607,89,مرکزئ,4,3
608,81,مرکزی,1,3
609,82,خنجین,2,3
610,403,مرکزی,1,3
611,83,مرکزئ,3,3
612,83,زارچ,4,3
613,412,ندوشن,2,3
614,107,جبالبارز,2,3
615,82,مرکزی,1,3
616,89,فرح دشت,5,3
617,118,گرمخان,5,3
618,112,مرکزئ,2,3
619,452,زاغه,5,3
620,452,مرکزی,6,3
621,114,مرکزی,1,3
622,114,هلالی,2,3
623,102,عطاملک,2,3
624,102,مرکزی,1,3
625,100,گلبهار,1,3
626,99,کورین,4,3
627,478,کلاچائ,5,3
628,478,مرکزئ,3,3
629,98,دیلمان,1,3
630,98,مرکزئ,2,3
631,380,مرکزئ,2,3
632,97,چغادک,3,3
633,103,دهدز,2,3
634,97,خارک,1,3
635,96,دلوار,1,3
636,96,مرکزئ,2,3
637,95,ریز,1,3
638,95,مرکزئ,2,3
639,424,لوداب,4,3
640,424,مرکزئ,3,3
641,268,مرکزئ,5,3
642,384,مرکزی,2,3
643,94,بستان,1,3
644,93,جره وبالاده,1,3
645,93,خشت,6,3
646,92,جبالبارزجنوبی,3,3
647,91,اسلامیه,3,3
648,90,سده,5,3
649,97,مرکزئ,2,3
650,104,مرکزی,2,3
651,104,غیزانیه,5,3
652,104,اسماعیلیه,4,3
653,256,نالوس,2,3
654,255,سیمینه,1,3
655,255,مرکزئ,2,3
656,474,سلفچگان,5,3
657,474,کهک,4,3
658,474,مرکزی,3,3
659,143,آرمرده,1,3
660,143,مرکزئ,2,3
661,113,بسطام,1,3
662,113,بیارجمند,2,3
663,113,مرکزئ,3,3
664,287,میان جلگه,5,3
665,112,بام وصفی آباد,1,3
666,111,طاغنکوه,2,3
667,111,مرکزی,1,3
668,110,باجگیران,1,3
669,110,مرکزئ,3,3
670,105,مرکزئ,3,3
671,105,چمستان,2,3
672,105,بلده,1,3
673,106,هزارجریب,2,3
674,106,مرکزئ,1,3
675,107,اسماعیلی,5,3
676,90,مرکزئ,2,3
677,107,اسفندقه,6,3
678,466,دهبکری,8,3
679,108,مرکزی,2,3
680,108,ایزدخواست,1,3
681,109,مرکزی,1,3
682,109,رحمت آباد,2,3
683,461,مرکزی,2,3
684,466,مرکزئ,3,3
685,62,احمدسرگوراب,1,3
686,101,باینگان,1,3
687,101,نوسود,3,3
688,128,اسیر,4,3
689,128,گله دار,1,3
690,128,مرکزی,2,3
691,128,وراوی,3,3
692,127,پشتکوه,2,3
693,394,کوزران,7,3
694,394,ماهیدشت,6,3
695,394,مرکزی,4,3
696,401,مرکزی,2,3
697,401,منج,4,3
698,126,ارسک,2,3
699,126,مرکزی,1,3
700,125,ارس,1,3
701,125,مرکزئ,2,3
702,130,بزینه رود,2,3
703,124,لاجان,2,3
704,123,تخت سلیمان,2,3
705,414,مرکزئ,2,3
706,122,بربرود شرقی,6,3
707,122,بربرود غربی,5,3
708,122,ذلقی,4,3
709,122,ززوماهرو,2,3
710,400,مرکزی,5,3
711,121,صابری,2,3
712,377,عقدا,3,3
713,377,مرکزئ,2,3
714,120,خضرآباد,1,3
715,257,مینان,3,3
716,257,نسکند,4,3
717,119,مرکزی,1,3
718,124,مرکزئ,1,3
719,130,افشار,1,3
720,142,مرکزی,2,3
721,142,حلب,1,3
722,116,ازگله,2,3
723,116,زمکان,3,3
724,116,مرکزی,1,3
725,129,مرکزی,2,3
726,129,مهردشت,3,3
727,117,امام زاده,2,3
728,117,مرکزی,1,3
729,141,پلنگ آباد,2,3
730,141,مرکزی,1,3
731,413,جلگه,6,3
732,413,کوهپایه,2,3
733,413,مرکزی,3,3
734,140,ایرندگان,3,3
735,140,پشتکوه,4,3
736,139,گیل خوران,1,3
737,139,مرکزئ,2,3
738,138,مرزن آباد,3,3
739,131,مرکزی,3,3
740,417,نیسان,1,3
741,132,بلورد,5,3
742,133,صوفیان,1,3
743,133,تسوج,3,3
744,134,مهربان,2,3
745,101,مرکزی,2,3
746,134,مرکزی,1,3
747,135,خبر,4,3
748,136,انار,1,3
749,378,مرکزی,1,3
750,137,مرکزئ,1,3
751,137,دالخانی,2,3
752,138,مرکزئ,2,3
753,404,منجوان,3,3
754,256,مرکزئ,1,3
755,62,مرکزئ,2,3
756,87,مرکزئ,2,3
757,158,زرین دشت,3,3
758,158,گیان,4,3
759,158,مرکزی,2,3
760,156,شراء,5,3
761,156,مرکزی,7,3
762,120,مرکزئ,2,3
763,155,مرکزئ,2,3
764,154,آسفیج,1,3
765,41,مرکزئ,2,3
766,153,بمانی,1,3
767,153,مرکزئ,2,3
768,152,حرا,4,3
769,152,شهاب,1,3
770,152,مرکزئ,2,3
771,158,خزل,1,3
772,151,بندزرک,5,3
773,150,مرکزئ,1,3
774,149,طغرل الجرد,1,3
775,149,مرکزئ,2,3
776,148,آسمینون,2,3
777,148,مرکزئ,1,3
778,219,مرکزئ,2,3
779,147,احمدآباد,1,3
780,146,چاروسا,2,3
781,146,دیشموک,6,3
782,146,سوق,7,3
783,216,قوشخانه,3,3
784,216,مرکزئ,2,3
785,157,خبوشان,1,3
786,157,مرکزئ,2,3
787,151,توکهور,4,3
788,172,مرکزی,1,3
789,54,مرکزی,3,3
790,170,صحرای باغ,8,3
791,168,ایواوغلی,4,3
792,168,صفائیه,3,3
793,168,فیرورق,6,3
794,168,قطور,5,3
795,168,مرکزئ,2,3
796,107,ساردوئیه,1,3
797,58,مرکزئ,2,3
798,167,لوندویل,2,3
799,167,مرکزئ,1,3
800,166,کیاشهر,1,3
801,166,مرکزئ,2,3
802,165,مرکزئ,1,3
803,164,خشکبیجار,6,3
804,51,بندپی غربی,1,3
805,170,مرکزی,4,3
806,51,گتاب,6,3
807,163,مرکزی,1,3
808,162,جلگه چاه هاشم,2,3
809,68,مرکزی,5,3
810,161,باغ حلی,2,3
811,161,مرکزی,1,3
812,160,چورزق,1,3
813,160,گیلوان,3,3
814,160,مرکزی,2,3
815,74,مرکزی,1,3
816,159,ارد,2,3
817,159,مرکزی,1,3
818,170,بنارویه,7,3
819,170,بیرم,5,3
820,170,جویم,2,3
821,163,باهوکلات,2,3
822,185,سملقان,1,3
823,207,مرکزئ,2,3
824,173,بومهن,1,3
825,182,شباب,4,3
826,182,مرکزئ,2,3
827,181,ماژین,4,3
828,181,مرکزئ,3,3
829,180,دشت عباس,5,3
830,179,آبگرم,2,3
831,179,مرکزی,1,3
832,178,دشتابی,6,3
833,178,رامند,2,3
834,178,شال,3,3
835,178,مرکزئ,4,3
836,177,اسفرورین,1,3
837,177,خرمدشت,2,3
838,177,ضیاءآباد,3,3
839,182,زاگرس,5,3
840,239,مرکزئ,1,3
841,176,تازه کند,3,3
842,176,مرکزئ,1,3
843,175,خورش رستم,1,3
844,213,مرکزی,2,3
845,213,میداود,4,3
846,174,مرکزی,1,3
847,479,بزمان,1,3
848,479,دامن,6,3
849,479,مرکزی,5,3
850,132,گلستان,3,3
851,132,مرکزئ,1,3
852,234,کاغذکنان,2,3
853,234,کندوان,3,3
854,234,مرکزی,4,3
855,176,اسلام آباد,4,3
856,183,هندمینی,2,3
857,183,مرکزی,1,3
858,243,مرکزئ,2,3
859,173,جاجرود,2,3
860,197,جلیل آباد,2,3
861,197,مرکزی,1,3
862,196,آفتاب,3,3
863,196,کن,1,3
864,196,مرکزئ,2,3
865,195,رودهن,3,3
866,195,مرکزئ,2,3
867,146,مرکزئ,5,3
868,194,مرکزی,1,3
869,194,نگین کویر,2,3
870,193,چاه دادخدا,1,3
871,192,گافروپارمون,3,3
872,192,گوهران,2,3
873,192,مرکزی,1,3
874,191,تخت,5,3
875,191,فین,3,3
876,184,لاله زار,2,3
877,184,گلزار,3,3
878,186,مرکزی,2,3
879,186,پادنا علیا,3,3
880,186,پادنا,1,3
881,198,مرکزی,1,3
882,64,مرکزئ,2,3
883,187,مرکزی,1,3
884,189,مرکزئ,2,3
885,189,جنگل,1,3
886,190,نوخندان,4,3
887,190,مرکزئ,3,3
888,190,لطف آباد,2,3
889,190,چاپشلو,1,3
890,188,سلیمان,2,3
891,169,جلگه ماژان,2,3
892,171,مرکزئ,2,3
893,171,اورامان,1,3
894,226,قرقری,2,3
895,43,بردخون,1,3
896,43,مرکزئ,2,3
897,214,امام حسن,1,3
898,214,مرکزئ,2,3
899,212,چاه مبارک,2,3
900,212,مرکزی,1,3
901,211,سیراف,3,3
902,211,مرکزئ,2,3
903,210,ریگ,2,3
904,210,مرکزئ,3,3
905,209,احمد آباد مستوفی,3,3
906,209,چهاردانگه,1,3
907,209,مرکزئ,2,3
908,215,مرکزی,1,3
909,208,بوستان,2,3
910,207,شریف آباد,1,3
911,49,سلامی,4,3
912,49,سنگان,1,3
913,49,مرکزئ,2,3
914,206,مرکزی,1,3
915,206,مشکان,2,3
916,206,نوده انقلاب,3,3
917,205,باشتین,2,3
918,205,مرکزی,1,3
919,52,مرکزئ,2,3
920,204,کالپوش,2,3
921,204,مرکزی,1,3
922,203,اروندکنار,1,3
923,203,مرکزی,2,3
924,208,گلستان,1,3
925,215,تیمورآباد,2,3
926,121,مرکزی,1,3
927,216,سرحد,1,3
928,87,میرزاکوچک جنگلی,3,3
929,144,کجور,2,3
930,144,مرکزئ,4,3
931,199,ساروق,3,3
932,199,مرکزی,2,3
933,199,معصومیه,4,3
934,145,مرکزی,1,3
935,224,کلاشی,4,3
936,224,مرکزی,3,3
937,223,گهواره,1,3
938,223,مرکزی,2,3
939,222,شاهو,1,3
940,222,مرکزی,2,3
941,135,مرکزئ,3,3
942,127,قطرویه,4,3
943,127,مرکزی,3,3
944,221,محمدیه,1,3
945,217,مرکزی,1,3
946,217,غلامان,2,3
947,217,جرگلان,3,3
948,218,مرکزئ,3,3
949,218,جلگه شوقان,2,3
950,218,جلگه سنخواست,1,3
951,202,جولکی,2,3
952,118,مرکزئ,4,3
953,88,مرکزی,1,3
954,132,زیدآباد,4,3
955,132,پاریز,2,3
956,220,مرکزئ,2,3
957,220,بشاریات,1,3
958,221,مرکزئ,2,3
959,219,کاخک,3,3
960,87,تولم,1,3
961,202,مرکزی,1,3
962,228,چهاردانگه,1,3
963,240,بران,2,3
964,240,مرکزی,1,3
965,239,قشلاق دشت,2,3
966,35,مرکزئ,2,3
967,238,بالا ولایت,2,3
968,238,مرکزی,1,3
969,237,مرکزی,1,3
970,75,مرکزی,2,3
971,236,مرکزی,2,3
972,236,یامچی,3,3
973,235,لیلان,1,3
974,235,مرکزی,2,3
975,234,ترکمانچای,1,3
976,36,مرکزی,2,3
977,242,هیر,4,3
978,233,خنافره,2,3
979,233,مرکزی,1,3
980,232,کوهنجان,1,3
981,232,مرکزی,2,3
982,231,ارژن,6,3
983,231,مرکزی,5,3
984,122,مرکزی,3,3
985,230,اشترینان,1,3
986,230,مرکزی,2,3
987,201,مرکزی,1,3
988,227,بلبان آباد,2,3
989,227,مرکزئ,1,3
990,200,سارال,3,3
991,200,کرفتو,1,3
992,200,مرکزئ,2,3
993,233,دارخوین,3,3
994,242,مرکزئ,1,3
995,242,ثمرین,6,3
996,254,جازموریان,1,3
