Id,ParentCountryDivisionId,Name,Code,DivisionType
27757,2175,سرقنات,383783,6
27758,2175,سرداب,109946,6
27759,2175,سبلوییه,109944,6
27760,2175,رزملک,109942,6
27761,2175,رزگله,109941,6
27762,2175,رزر,109940,6
27763,2175,دهنه ابدر,109938,6
27764,2175,ده نجم,109935,6
27765,2175,ده مراد,383781,6
27766,2175,سرگدار1,109947,6
27767,2175,ده بالا,109932,6
27768,2175,دنبه نصراله,109930,6
27769,2175,دنبه علیا,109929,6
27770,2175,درگازرو,383791,6
27771,2175,درکوئیه,109928,6
27772,2175,دردزدی,380612,6
27773,2175,درخونی,109927,6
27774,2175,دربید,109926,6
27775,2175,دربنه,109925,6
27776,2175,خینو,380606,6
27777,2175,ده اخوند,109931,6
27778,2175,لامور,109981,6
27779,2175,سرگله,109883,6
27780,2175,سنجدعلیا,109950,6
27781,2175,گوزکستان,109977,6
27782,2175,گلاب,109975,6
27783,2175,گردکوئیه,380611,6
27784,2175,کوکوئیه,380600,6
27785,2175,کهنو,383786,6
27786,2175,کهن مور,109971,6
27787,2175,کهن سفلی علیا,380599,6
27788,2175,کهن زران,380604,6
27789,2175,کموچک,109968,6
27790,2175,سنجدسفلی,109949,6
27791,2175,کمرسفید,109967,6
27792,2175,کل مندوئیه,109965,6
27793,2175,کل حسین اباد,109964,6
27794,2175,کرم,109962,6
27795,2175,کارگاه راه اهن  شرکت دی,380634,6
27796,2175,غیاسی,383787,6
27797,2175,عین الدینی,383785,6
27798,2175,عولنگی,383782,6
27799,2175,شیخ جمال,380607,6
27800,2175,سنگ اباد,109951,6
27801,2175,کلیلان,109966,6
27802,4861,کمری,380590,6
27803,4861,کمپساختمانی میدوک,109702,6
27804,4861,کم عروسک پایین,100332,6
27805,2173,برج دلبر,84157,6
27806,2173,ایجانی,80007,6
27807,2173,امامزاده سیدمحمد,372873,6
27808,2173,اسلام اباد,80005,6
27809,2173,احمداباد,80004,6
27810,2171,هلک,80961,6
27811,2171,نرگس زار,80960,6
27812,2171,میرچکک,80959,6
27813,2171,میانکوه,807177,6
27814,2173,برج سید,80009,6
27815,2171,مهبودی علیا,80958,6
27816,2171,ملااره,80642,6
27817,2171,مزرعه قرمزی,80639,6
27818,2171,کوشک خانی,907510,6
27819,2171,کوشک پس قلات,80955,6
27820,2171,کوشک باقری,80954,6
27821,2171,کنارخشک,80631,6
27822,2171,کشاورزی,80953,6
27823,2171,قلعه نارنجی,80951,6
27824,2171,قلعه میرزایی,80950,6
27825,2171,مهبودی سفلی,80957,6
27826,2171,قلات نیلو,370464,6
27827,2173,بورکی سفلی,370508,6
27828,2173,تنگ گچی سفلی,84196,6
27829,2174,بقعه تاریخی14معصوم,807097,6
27830,2174,امامزاده علی,80006,6
27831,2173,منطقه جو طویله,807174,6
27832,2173,کلاتون,84302,6
27833,2173,کره ای,80028,6
27834,2173,قوری,84297,6
27835,2173,عمارت,84287,6
27836,2173,شهبازخانی,80024,6
27837,2173,شاهزاده محمد,372870,6
27838,2173,بی بی نازخاتون,84176,6
27839,2173,شاهزاده اسماعیل,372871,6
27840,2173,ساختمان منصور,373059,6
27841,2173,ساختمان کمر,372866,6
27842,2173,ساختمان شکرالله,372868,6
27843,2173,ساختمان ستار,372867,6
27844,2173,دره مرادی,372872,6
27845,2173,حسن اباد,80020,6
27846,2173,چم پیر,372874,6
27847,2173,چاه نفت برج دلبر,370505,6
27848,2173,تنگ گچی علیا,84197,6
27849,2173,سرملا,80023,6
27850,2174,بورکی علیا,370515,6
27851,2171,عرب گاومیشی,80949,6
27852,2171,سی سختی,370461,6
27853,2170,علی اباد,80431,6
27854,2170,ظهراب اباد,80429,6
27855,2170,شرکت تعاونی روستایی دادین,807128,6
27856,2170,سه تلان,80422,6
27857,2170,سرمشهد,80417,6
27858,2170,ساختمان حاج پرویز,80416,6
27859,2170,زیاداباد,80414,6
27860,2170,رضااباد,80412,6
27861,2170,دره نیدان,80409,6
27862,2170,علی ابادموسه لی,80432,6
27863,2170,دادین علیا,80408,6
27864,2170,خنگسبز,80091,6
27865,2170,خان جان اباد,80405,6
27866,2170,حشمت اباد,80404,6
27867,2170,حسین علی اباد,80403,6
27868,2170,حسن آباد خان قلی,80402,6
27869,2170,چمن بهرام,80395,6
27870,2170,چشمه شیرین,80393,6
27871,2170,جواداباد,80391,6
27872,2170,تل نقاره,80386,6
27873,2170,دادین سفلی,80407,6
27874,2171,شرکت چند منظوره صادق جهاد,80956,6
27875,2170,غریب اباد,80388,6
27876,2170,قربان اباد,80434,6
27877,2171,سروک,80947,6
27878,2171,سرطاوه,80946,6
27879,2171,ذرت شیبانی(ذرت خشک کنی),807122,6
27880,2171,ده پاگاه,80945,6
27881,2171,درونک,80944,6
27882,2171,تنگ گاو,80943,6
27883,2171,تلمبه غلام شاه ولطیف هاشمی,372869,6
27884,2171,پریشان,80942,6
27885,2171,بیخک جروق,80940,6
27886,2170,فتح اباد,80433,6
27887,2171,بی بی هوری,80941,6
27888,2171,بدو,370454,6
27889,2171,اسلام اباد,80937,6
27890,2170,یوسف اباد,372865,6
27891,2170,یاندرانلو,80453,6
27892,2170,نوروزاباد,80451,6
27893,2170,مزرعه علی خان,372222,6
27894,2170,مزرعه علوفه تعاون روستا,80428,6
27895,2170,کنارمکتب,80441,6
27896,2170,کدار سفید,80444,6
27897,2171,بگراپالکی,80939,6
27898,2170,تل سامان,80383,6
27899,2174,تنگ نیلان,370510,6
27900,2174,چهاربرج,80018,6
27901,4861,سرچینوبالا,100316,6
27902,4861,سر بهاره2,109685,6
27903,4861,سر بهاره1,100315,6
27904,4861,رورز,100310,6
27905,4861,رندان,109682,6
27906,4861,رشکان,100305,6
27907,4861,دینکو,109678,6
27908,4861,دوزریو,109670,6
27909,4861,دهنو3,109677,6
27910,4861,سرچینوپایین,100317,6
27911,4861,دهنو2,109676,6
27912,4861,دهکده,100301,6
27913,4861,ده لاسلمانی (علیاوسفلی ),385097,6
27914,4861,ده قاضی2,109674,6
27915,4861,ده قاضی1,100298,6
27916,4861,ده رامسر,109673,6
27917,4861,ده بره,100295,6
27918,4861,ده بابو,109671,6
27919,4861,دغندر,100290,6
27920,4861,درئیدوئیه,109667,6
27921,4861,دهنو1,109675,6
27922,4861,درنیدوئیدپایین,380589,6
27923,4861,سردرودخانه,109686,6
27924,4861,سلطان مظفر,109688,6
27925,4861,کم عروسک بالا,100331,6
27926,4861,کم سرخ,109700,6
27927,4861,کسکوئیه,380580,6
27928,4861,کاریگ,109697,6
27929,4861,کارگاه شن و ماسه باقری,808565,6
27930,4861,قوچون,100281,6
27931,4861,فتح اباد,109696,6
27932,4861,غزال,100280,6
27933,4861,علی اباد,109695,6
27934,4861,سروشک,109687,6
27935,4861,عبداله اباد,109694,6
27936,4861,شیبزه,109692,6
27937,4861,شوره یزدی,380573,6
27938,4861,شوره الاقلی,380574,6
27939,4861,شرکت فلز رنگین,808709,6
27940,4861,شرکت مهدیه قم   میدوک,384583,6
27941,4861,شبزه,109691,6
27942,4861,سنجدو2,380577,6
27943,4861,سنجدو1,109690,6
27944,4861,سنجدکوه,109689,6
27945,4861,شیخ عبدالهی,109693,6
27946,2174,تنگ هامون,80016,6
27947,4861,درگری,109669,6
27948,4861,درباغ,100291,6
27949,4861,بندوان,109650,6
27950,4861,بشته,109648,6
27951,4861,بریکوئیه,380592,6
27952,4861,بریکو,109647,6
27953,4861,بالاخونی,100267,6
27954,4861,باغ لا,109646,6
27955,4861,باغ بنه,100265,6
27956,4861,بادمجونی,380576,6
27957,4861,بادامستان پایین,109645,6
27958,4861,بهرام اباد,109652,6
27959,4861,بادامستان بالا,380584,6
27960,4861,اندراعلیا,100260,6
27961,4861,اندراسفلی,100259,6
27962,4861,اکبراباد,109644,6
27963,4861,اشوب وسطی,109643,6
27964,2174,شرکت پاسارگاد پلیمر,807126,6
27965,2174,سرکمر,80038,6
27966,2174,دامداری مرادپور,807117,6
27967,2174,خواجه جمالی,80022,6
27968,2174,چیتی,80019,6
27969,4861,اندراوسطی,100261,6
27970,4861,درشیخان,109668,6
27971,4861,بهنوییه,109653,6
27972,4861,بیداخوند,109654,6
27973,4861,خون خالدین,109666,6
27974,4861,خرمدره,109665,6
27975,4861,خالنگ,109664,6
27976,4861,حسن ابادجنگو,109663,6
27977,4861,چهارجزعلیا,109662,6
27978,4861,چهارجزسفلی,109661,6
27979,4861,چشمه بیدو,380578,6
27980,4861,چپی,109660,6
27981,4861,چاه کاهی,109659,6
27982,4861,بونو,109651,6
27983,4861,تنگوکاریک,380591,6
27984,4861,ترنگ,100278,6
27985,4861,پونستان,380581,6
27986,4861,پدنستان معدن,109658,6
27987,4861,پاسگاه میدوک,808658,6
27988,4861,پاچناران,100274,6
27989,4861,بیدوئیه,109657,6
27990,4861,بیدوندر,100273,6
27991,4861,بیدملکی,383805,6
27992,4861,بیدارستان /بیدارسیلان /,109656,6
27993,4861,تل قدیر,380582,6
27994,2227,قلعه نو,63027,6
27995,2227,قلعه قاضی,62972,6
27996,2227,قلعه ربع بندبال,62969,6
27997,2212,تلمبه نوذری,113325,6
27998,2212,تلمبه نعمت زاده/مختارایرانمنش,112569,6
27999,2212,تلمبه نخجیروان,112568,6
28000,2212,تلمبه مهرابی(تلمبه جاهد),112567,6
28001,2212,تلمبه مهدی نکویی,112566,6
28002,2212,تلمبه مهاجری/جوادالائمه/,808153,6
28003,2212,تلمبه مشک زاده,112561,6
28004,2212,تلمبه مختارایرانمنش (تلمبه رانیها),112560,6
28005,2212,تلمبه محمودشیخ شعاعی,113321,6
28006,2212,تلمبه محمدحسن نظریان,112556,6
28007,2212,تلمبه محمدانجم شعاع,382610,6
28008,2212,تلمبه گلرسان,112552,6
28009,2212,تلمبه کفشگر,112550,6
28010,2212,تلمبه کربلائی رمضان دو,112548,6
28011,2212,تلمبه کربلائی رمضان 1,112549,6
28012,2212,تلمبه کارنما,112546,6
28013,2212,تلمبه قنادزاده,382577,6
28014,2212,تلمبه قائم ال محمد,385114,6
28015,2212,تلمبه قاسم گرگی,808145,6
28016,2212,تلمبه هوشمند,112575,6
28017,2212,تلمبه وحدت/حاکم اباد/,808146,6
28018,2212,تلمبه یزدان اباد,112578,6
28019,2212,تلمبه یوسف اللهی,808150,6
28020,2212,ده نوئیه,100002,6
28021,2212,ده نظام,100001,6
28022,2212,ده محمدعلی,99999,6
28023,2212,ده محمدحسن,99998,6
28024,2212,ده قاب چی,99996,6
28025,2212,ده ذکا,99990,6
28026,2212,ده خضری,113341,6
28027,2212,ده امیر,99980,6
28028,2212,دره سفید,382566,6
28029,2212,تلمبه عربزاده 1,112541,6
28030,2212,حسین اباددهنه,113334,6
28031,2212,حسین ابادچشمه سنگی,113332,6
28032,2212,حجت ابادیزدیها,112635,6
28033,2212,حاجی ابادنظری /شهرک شهیدباهنر/,112583,6
28034,2212,چناروییه,99957,6
28035,2212,چشمه گز,99955,6
28036,2212,چشمه سرگدار,99954,6
28037,2212,چاه میر,99953,6
28038,2212,چاه کهنوئیه,99950,6
28039,2212,تلمبه یوسفیان,808148,6
28040,2212,حسین ابادخان,113333,6
28041,2212,تلمبه صاحب الزمان,808147,6
28042,2212,تلمبه شیشه گر,112537,6
28043,2212,تلمبه سیستانی/حسن زاده وشرکا/,808151,6
28044,2212,تلمبه اصغرجلال کمالی 2,112501,6
28045,2212,تلمبه اصغربیجاری 2,382590,6
28046,2212,تلمبه احمدابادارجمند,113277,6
28047,2212,تلمبه احمد روحی وشرکا,385115,6
28048,2212,تلمبه ابراهیم (درویش رضا),384738,6
28049,2212,تاسیسات فرگاز,112497,6
28050,2212,پست 132/20کیلوواتی باغین,112496,6
28051,2212,پادگان باهنر,113276,6
28052,2212,بیدوئیه,99930,6
28053,2212,تلمبه اصغردانشور,382576,6
28054,2212,بیدکج,99929,6
28055,2212,بهشت زهرا,112494,6
28056,2212,باقرابادریگ,112493,6
28057,2212,باداموئیه,99924,6
28058,2212,ایستگاه راه اهن,112489,6
28059,2212,اکبرابادده باقر,99981,6
28060,2212,اکبراباد,99918,6
28061,2212,اتحادیه تعاونیهای امکان,382595,6
28062,2203,هنگ پایین,111925,6
28063,2203,هنگ بالا,111924,6
28064,2212,بوج,99928,6
28065,2212,ده هوشنگ,113342,6
28066,2212,تلمبه اصغردرعلی/اصغرجلال کمالی 1,112502,6
28067,2212,تلمبه ایرانمنش,382618,6
28068,2212,تلمبه سیدموسوی,808149,6
28069,2212,تلمبه سرجنگلداری (پاسگاه حفاظتی 1),112534,6
28070,2212,تلمبه زارعین مومن اباد,112532,6
28071,2212,تلمبه زارعین رستم اباد,113301,6
28072,2212,تلمبه زارعین باداموئیه,112531,6
28073,2212,تلمبه رمضان اکبر,113300,6
28074,2212,تلمبه رضاابادسالاری,112529,6
28075,2212,تلمبه رشکمی,112528,6
28076,2212,تلمبه دانائی,112524,6
28077,2212,تلمبه اکبرنظریان,382616,6
28078,2212,تلمبه حسن عربزاده,112519,6
28079,2212,تلمبه حاج احمد جعفری,112555,6
28080,2212,تلمبه چشمه سنگی,113289,6
28081,2212,تلمبه چاوشیان,112511,6
28082,2212,تلمبه جوادرشیدفرخی,112515,6
28083,2212,تلمبه جواد کوپاه زاده,112551,6
28084,2212,تلمبه جنگلبانی,112535,6
28085,2212,تلمبه جمال کوبازاده,383684,6
28086,2212,تلمبه بهرام اباد,112509,6
28087,2212,تلمبه ایرج صمدی,112506,6
28088,2212,تلمبه حاج علیجان,382556,6
28089,2212,رعبه,382555,6
28090,2212,روستای چهارده معصوم/الله اباد,112629,6
28091,2212,سعادت اباد,112597,6
28092,2213,اسماعیل اباد,112052,6
28093,2213,اسلام ابادنامجو,112051,6
28094,2213,اسلام ابادگزدره,99917,6
28095,2213,اسلام اباددولت اباد,112050,6
28096,2213,استخروییه,99915,6
28097,2213,احمد آباد2,112048,6
28098,2213,احمد آباد1,112047,6
28099,2213,ابراهیم اباد,112045,6
28100,2213,اب بیدو,112046,6
28101,2213,اغل عباس شجاعی,382630,6
28102,2212,هوانیروز,112649,6
28103,2212,هادی اباد,100075,6
28104,2212,موتورحسین دانشجو,382614,6
28105,2212,موتور1سازمان اب,382612,6
28106,2212,مهرابادژند,112647,6
28107,2212,مهدی آباد1,100068,6
28108,2212,مهدی اباداسدی,808152,6
28109,2212,مهدی اباد/تلمبه حسن نفت,112520,6
28110,2212,معدن شن عادلیان,112641,6
28111,2212,مزرعه مرغ مادر,112637,6
28112,2212,هنوج,100077,6
28113,2212,مزرعه محمود آباد,808651,6
28114,2213,اکبراباد,112055,6
28115,2213,اله اباد,112056,6
28116,2213,تلمبه شهیدبهشتی /تلمبه شهیدبهشتی ربا,112073,6
28117,2213,تلمبه زمان اباد,112085,6
28118,2213,تلمبه رشیدفرخی,112107,6
28119,2213,تلمبه رحمت اباد,112084,6
28120,2213,تلمبه حیدری,382627,6
28121,2213,تلمبه حاجی اباد,112076,6
28122,2213,تلمبه انقلاب,112072,6
28123,2213,تلمبه امینیان,112071,6
28124,2213,تلمبه امیراباد,112070,6
28125,2213,الله ابادچاروک,112057,6
28126,2213,تلمبه امان اله خان عامری,384615,6
28127,2213,تلمبه اسلام ابادخالصه,382629,6
28128,2213,تلمبه ازادی,112067,6
28129,2213,تلمبه ارگاسیا,112066,6
28130,2213,تلمبه ارجمند,112064,6
28131,2213,تلمبه ارتیس (مهدیه ),112063,6
28132,2213,تلمبه 17شهریور,112113,6
28133,2213,پتکوئیه,99933,6
28134,2213,امیراباد,112059,6
28135,2213,امادگاه باغین,112058,6
28136,2213,تلمبه اسلامی,112068,6
28137,2203,نعمت آباد2,111923,6
28138,2212,مزرعه علی اباد,112636,6
28139,2212,مرغداری غلامرضارضائی,382568,6
28140,2212,کارخانه پودرگوشت شهیدفرهادشجاعی,112615,6
28141,2212,قائم اباد,112614,6
28142,2212,قاسم اباد,100033,6
28143,2212,فردوسی,113359,6
28144,2212,فتح اباد,113358,6
28145,2212,علی اباد,100030,6
28146,2212,عباس اباد,100027,6
28147,2212,شیوخ,100024,6
28148,2212,شوراباد(چشمه شورو ),384739,6
28149,2212,کارخانه زیت,382619,6
28150,2212,شهرک صنعتی,382609,6
28151,2212,شرکت ملنتی,112617,6
28152,2212,شرکت کیمیامس,384280,6
28153,2212,شرکت کرمانیت,382592,6
28154,2212,شرکت عادلیان,112606,6
28155,2212,شرکت حمل و نقل مکران بار,112620,6
28156,2212,شرکت تقطیر,383769,6
28157,2212,شرکت پشم بافی اسیا,382596,6
28158,2212,شرکت امکان,382594,6
28159,2212,سنگبری سهند,382597,6
28160,2212,شمس اباد,100022,6
28161,2212,مرغداری نظرالهی,382567,6
28162,2212,کارخانه سیمان کرمان,112616,6
28163,2212,کارگاه بلوک زنی شیخ شعاعی,382574,6
28164,2212,مرغداری علی جعفری,100061,6
28165,2212,مرغداری علی بحرینی,382561,6
28166,2212,مرغداری عبداله عامری,382581,6
28167,2212,مرغداری عباس عبدالعلی زاده,382562,6
28168,2212,مرغداری عامری,382583,6
28169,2212,مرغداری رضاعبداله حسن زاده,382569,6
28170,2212,مرغداری رجبعلی پور,383754,6
28171,2212,مرغداری دوست محمدی 2,382570,6
28172,2212,مرغداری حسین دوست محمدی 1,100060,6
28173,2212,کارخانه موکت ترمه,382593,6
28174,2212,مرغداری حسین حاج محمدی 2,382563,6
28175,2212,مرغداری بحرینی ها,100064,6
28176,2212,محمداباد,100056,6
28177,2212,گهنوئیه,100044,6
28178,2212,گنجعلی,100050,6
28179,2212,کوره مهندس پدر,382617,6
28180,2212,کوره ایلاقی,112622,6
28181,2212,کهنو,100043,6
28182,2212,کریم دادی,100040,6
28183,2212,کاظمیه,113365,6
28184,2212,مرغداری بمانعلی شیخ محمدی,382560,6
28185,2203,نعمت آباد1,111922,6
28186,2203,نرمگان,111921,6
28187,2203,نائی,382700,6
28188,2169,ده بزرگ فیروزاباد,227184,6
28189,2169,دره ماهینی,75932,6
28190,2169,دره گروفیروزاباد,227177,6
28191,2169,داودابادمختار,227173,6
28192,2169,خلف اباد,227170,6
28193,2169,خادم ابادمختار,227168,6
28194,2169,حسین ابادمختار,227232,6
28195,2169,حسن ابادتنگ سرخ,75925,6
28196,2169,چنارستان وسطی,227164,6
28197,2169,ده حاج مختار فیروز آباد,817088,6
28198,2169,چنارستان علیا,227163,6
28199,2169,چشمه خانی فیروزاباد,227158,6
28200,2169,چشمه چنارتنگ سرخ,75920,6
28201,2169,چشمه پهن گنجگان,470675,6
28202,2169,چشمه انجیرفیروزاباد,227154,6
28203,2169,جدول غوره نره گاه,227149,6
28204,2169,جدول دارتامختار,227150,6
28205,2169,تنگسرخ,75917,6
28206,2169,تنگ مشکان,75916,6
28207,2169,تنگ خشک,75915,6
28208,2169,چنارستان سفلی,227162,6
28209,2169,تل گهی,227143,6
28210,2169,ده فرامرز فیروز آباد,817053,6
28211,2169,زاغه مهمات بیدشاهی,470661,6
28212,5581,گاوداری حمیدفرحبخش,384236,6
28213,5581,کریم اباد,808116,6
28214,5581,کارخانه شیر پیشروفرامین,808664,6
28215,5581,کارخانه آسفالت میرزایی,808668,6
28216,5581,کارخانه آسفالت طلایی,808666,6
28217,5581,کارگاه شرکت زم زم,111787,6
28218,5581,کارخانه روغن نباتی گلناز,111781,6
28219,5581,قناتغستان,111892,6
28220,5581,عبداله اباد,111782,6
28221,2169,دواب کالوس,227179,6
28222,5581,عباس اباد/عباس گاوی/,808138,6
28223,5581,شرکت صنایع لاستیک سازی کرمان,382650,6
28224,5581,شرکت تعاونی مرغ تخمی 111,382646,6
28225,5581,دهنه گلومک بندباغین,112594,6
28226,5581,ده اقارضی,111778,6
28227,5581,حجت اباد,111780,6
28228,5581,حاجی اباد,111775,6
28229,5581,جواداباد,808135,6
28230,5581,تلمبه های بنیاد زندان,382652,6
28231,5581,تلمبه مهدی سفیدکار,111771,6
28232,5581,صمدانی,808137,6
28233,5581,گاوداری سیه کوه,384238,6
28234,2169,تل خسرو,227141,6
28235,2169,پاسگاه ژاندارمری تنگ سرخ,75914,6
28236,2168,مغولی,226389,6
28237,2168,گوراب,227004,6
28238,2168,گودتاک,227002,6
28239,2168,گرکلاغ نشین,227001,6
28240,2168,گردودوبنه دیلگان,470650,6
28241,2168,کوه پهن سفلی,226999,6
28242,2168,کون سرخو,226996,6
28243,2168,قلعه باقردیلگون,470645,6
28244,2168,قاسم ابادجلیل,226281,6
28245,2168,مله باریک بابکان,226399,6
28246,2168,عسکراباددلی بجک,226992,6
28247,2168,سیوکی جلیل,226242,6
28248,2168,سیسه گرگ علیا,226990,6
28249,2168,سیسه گرگ سفلی,226989,6
28250,2168,سواره بابکان,226235,6
28251,2168,سفیدارمرکزی,226988,6
28252,2168,سرکورکی سفیدار,226987,6
28253,2168,سرچاتی علی میرزا,226986,6
28254,2168,سرچات بادهوا,226985,6
28255,2168,سرتنگی,226984,6
28256,2168,صادقی,226991,6
28257,2169,پریکدون,226940,6
28258,2168,مله جی اب باریک,227006,6
28259,2168,نرکلگه,227008,6
28260,2169,پازنان دلی علی پناه بیگی,227137,6
28261,2169,پادگان قدس,227169,6
28262,2169,پادگان اموزشی امام جعفرصادق,471897,6
28263,2169,بیدشاهی,227136,6
28264,2169,بهاره بیدشاهی,227133,6
28265,2169,بازرنگ,227129,6
28266,2169,اله اباد,75907,6
28267,2169,اکبراباد,227128,6
28268,2169,اسلام ابادتنگ سرخ,75923,6
28269,2168,مورشیخ دنیاردیلگون,470646,6
28270,2169,احمداباددره هرهر,226921,6
28271,2168,وزگستان,227017,6
28272,2168,نسه مذکورونصراله,227014,6
28273,2168,نسه محمدطاهر,227013,6
28274,2168,نسه علیا,227012,6
28275,2168,نسه سفلی,227011,6
28276,2168,نسه اله داد,227010,6
28277,2168,نرماب کی مصطفی,226436,6
28278,2168,نرماب بامدی,226435,6
28279,2168,نرگسی,227009,6
28280,2169,ابریزی پریکدان,470682,6
28281,2213,تلمبه طالقانی 1,112091,6
28282,5581,گاوداری شمس,808665,6
28283,5581,گاوداری فرح بخش,382648,6
28284,2203,شوردر,111883,6
28285,2203,شقین,382663,6
28286,2203,سلطان اباد,111880,6
28287,2203,سکنج,111879,6
28288,2203,سعیداباد,808142,6
28289,2203,ساختمان بی سیم,382684,6
28290,2203,زینل اباددامداری سلمان,382681,6
28291,2203,زینل اباد سفلی,808747,6
28292,2203,زهرود,111876,6
28293,2203,شورو,111884,6
28294,2203,روغنوئیه,111874,6
28295,2203,رحیم اباد,111872,6
28296,2203,ده یاور,382680,6
28297,2203,ده حسنی,111870,6
28298,2203,دستجردپایین,384274,6
28299,2203,دره گز,111867,6
28300,2203,دره جا,111866,6
28301,2203,دره بر,111865,6
28302,2203,درگر,382709,6
28303,2203,درسوسی,111864,6
28304,2203,رزکوه,111875,6
28305,2203,دارستان,111863,6
28306,2203,عباس اباد,111886,6
28307,2203,علی اباد,111888,6
28308,2203,مهدی اباد لنگر,382674,6
28309,2203,مهدی اباد,382701,6
28310,2203,مهدچهار,382690,6
28311,2203,معدن پائین,382686,6
28312,2203,مزرعه مرغ مادر,384740,6
28313,2203,مزرعه جهاداباد,111916,6
28314,2203,محمداباد,382689,6
28315,2203,مارو,111911,6
28316,2203,لنگر,111910,6
28317,2203,عرب اباد,111887,6
28318,2203,کوپنگ,111906,6
28319,2203,کشکوه,111905,6
28320,2203,کریم ابادسردار,111904,6
28321,2203,کریم ابادحاج علی,111903,6
28322,2203,کریم اباد,111902,6
28323,2203,کرکو,111901,6
28324,2203,کاظم اباد,111899,6
28325,2203,قلندری,111890,6
28326,2203,قلاتوئیه,111891,6
28327,2203,قدرت اباد,111889,6
28328,2203,کهنوج,111908,6
28329,5581,گاوداری علی شفیعی,382647,6
28330,2203,خنگستان,111862,6
28331,2203,حسین ابادمهدیقلی,111858,6
28332,2203,ابگرمو,111820,6
28333,5581,نهالستان هفت باغ,808134,6
28334,5581,موتوردانشجوها,382658,6
28335,5581,موتوراب شماره 2شهردارئ جوپار,384723,6
28336,5581,موتوراب شماره 1شهردارئ جوپار,384724,6
28337,5581,معدن شن وماسه مولائی وزنگی ابادئ,384716,6
28338,5581,معدن شن وماسه فضل اباد,384727,6
28339,5581,معدن شن وماسه طلائی,384713,6
28340,5581,معدن شن وماسه شماره 2شهردارئ,384715,6
28341,2203,احمدابادکهنوج,111822,6
28342,5581,معدن شن وماسه پرستار,384712,6
28343,5581,معدن شن ماشاالله همایی,808660,6
28344,5581,معدن شن گلومک,112643,6
28345,5581,معدن شن بنیادمسکن بنیادبتن,112642,6
28346,5581,مزرعه حجت ابادبرقراری,112634,6
28347,5581,مرکزاصلاح نژادگاو,384720,6
28348,5581,مرغدارئ اجداد,384714,6
28349,5581,مجتمع گوشت صنعتی کرمان,382649,6
28350,5581,گاودارئ محمدولیعهدئ,384721,6
28351,5581,گاودارئ امین زاده,385113,6
28352,5581,معدن شن نقیب زاده,808659,6
28353,2203,خلیل اباد,111861,6
28354,2203,ادوری,111823,6
28355,2203,بهارستان,111831,6
28356,2203,حسین اباد,382667,6
28357,2203,حسن آباد2,111854,6
28358,2203,حسن آباد1,111855,6
28359,2203,حجت ابادکهنوج,111853,6
28360,2203,چهارطقاری,111852,6
28361,2203,چشمه کوشک,111851,6
28362,2203,چشمه شقین,111850,6
28363,2203,چشمه سرخ,382678,6
28364,2203,جوجه کشی مرغ مادر,384741,6
28365,2203,امیراباد,111826,6
28366,2203,تلمبه نواب زاده,111847,6
28367,2203,تلمبه کارآموزیان,111844,6
28368,2203,تلمبه حاج حبیب,111841,6
28369,2203,تلمبه بلبلوییه (جمال اباد),111839,6
28370,2203,تلمبه احمدی,808143,6
28371,2203,ترجگان,111838,6
28372,2203,پیچوئیه,382699,6
28373,2203,پاسگاه پلیس راه,111835,6
28374,2203,پاسگاه انتظامی انجم شعاع,382693,6
28375,2203,بی بی گرامیه,111833,6
28376,2203,تلمبه نجارزاده,111846,6
28377,2213,تلمبه عادل خوشحالی,112094,6
28378,2213,تلمبه عباس اباد,384614,6
28379,2213,تلمبه قائم اباد,112101,6
28380,2215,نورآباد,61886,6
28381,2215,نرگستان علیشاه,61885,6
28382,2215,نارنج,61884,6
28383,2215,میان کلاهون,61883,6
28384,2215,مولیک توتیا,362627,6
28385,2215,مولی,61881,6
28386,2215,مهره دون,61882,6
28387,2215,ملک مراد,61880,6
28388,2215,مزمز,61879,6
28389,2215,هوره امیر,61889,6
28390,2215,مزرعه محمدحسین,362626,6
28391,2215,مزرعه سیدچراغ,362624,6
28392,2215,لیوس,61877,6
28393,2215,لیزی,61876,6
28394,2215,للی یک,61875,6
28395,2215,لغی,61874,6
28396,2215,لاگلال نوراباد,61878,6
28397,2215,گیرمو,61873,6
28398,2215,گوم جانکه,362623,6
28399,2215,گوشه,61872,6
28400,2215,مزرعه شیخ جمعه,362625,6
28401,2215,گوریا,362622,6
28402,2215,هوشاسرخ,61890,6
28403,2216,اب بیدسری 2,364374,6
28404,2216,بنه میرزا,61704,6
28405,2216,بنه دستی,61703,6
28406,2216,بردمیزه,362593,6
28407,2216,بردسیدی,61702,6
28408,2216,باریکی محمدقلی,61457,6
28409,2216,باریکی حسنقلی,61456,6
28410,2216,باریکی,61699,6
28411,2216,بادلونی,61698,6
28412,2216,آهنگری زیر,362592,6
28413,2215,وارگه کوهه,61887,6
28414,2216,آبیدسری یک,61694,6
28415,2216,آب کنار,61441,6
28416,2216,آب دیفه,61439,6
28417,2216,آب چیتک,61438,6
28418,2216,آب جازک,364480,6
28419,2216,امامزاده پیرفزک,364502,6
28420,2216,امام زاده صوفی احمد,806472,6
28421,2216,اشگفت ماندا,61696,6
28422,2216,اشکفت دروازه,61451,6
28423,2216,اسون زهله,61448,6
28424,2216,آب مید,61695,6
28425,2216,بنوارحاج نگهدار,61462,6
28426,2215,گمه ترپ,362621,6
